rank_global,rank_posicion,player_id,name,gender,age,position,alternative_positions,n_alternative_positions,ovr,pac,sho,pas,dri,def,phy,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,interceptions,heading_accuracy,def_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,play_styles,n_play_styles,n_play_styles_plus,nation,league,team,name_key
5447,131,74209,Antoñito Cordero,M,19,LW,RW|LM,2,69,78,64,63,71,32,58,76,79,69,64,66,63,59,63,65,65,57,65,56,64,71,76,71,67,70,69,31,56,25,30,36,68,63,56,55,178.0,71.0,Right,3,4,Dead Ball|Whipped Pass,2,0,Spain,1A Pro League,KVC Westerlo,antonito cordero
5447,353,225699,Anuar,M,31,RM,LM|CM|RB,3,69,74,63,63,69,64,67,75,74,69,65,62,66,51,51,60,65,47,67,63,64,67,85,85,71,65,58,70,58,62,67,59,68,87,58,64,174.0,71.0,Right,3,3,Relentless,1,0,Morocco,LALIGA HYPERMOTION,AD Ceuta FC,anuar
5447,1142,252753,Arda Kızıldağ,M,27,CB,RB,1,69,61,37,48,52,71,69,52,69,48,34,46,31,29,53,36,39,33,61,59,28,56,55,63,63,40,65,67,73,72,72,73,72,65,69,71,187.0,77.0,Right,3,2,Precision Header|Slide Tackle,2,0,Turkey,Trendyol Süper Lig,Gaziantep,arda k z ldag
5447,728,211177,Arnór Ingvi Traustason,M,32,CM,CAM|CDM,2,69,78,68,69,71,58,75,78,78,69,68,72,68,69,57,69,70,69,68,66,72,68,79,77,69,71,68,63,48,60,58,55,69,89,70,69,183.0,75.0,Right,3,3,,0,0,Iceland,Allsvenskan,IFK Norrköping,arnor ingvi traustason
5447,367,238196,Arnór Sigurðsson,M,26,LM,LW,1,69,75,68,65,70,41,60,76,75,68,68,69,68,66,60,66,67,56,67,62,62,69,80,74,64,69,66,42,39,45,39,32,60,69,60,48,177.0,75.0,Right,3,3,Gamechanger,1,0,Iceland,Allsvenskan,Malmö FF,arnor sigur sson
5447,728,272783,Arthur Atta,M,23,CM,RM|CAM,2,69,72,59,66,71,62,69,70,73,69,54,70,60,50,48,52,71,40,74,69,56,70,71,63,68,72,75,61,60,59,68,60,71,64,70,70,189.0,77.0,Right,3,3,,0,0,France,Serie A Enilive,Udinese,arthur atta
5447,367,259825,Arón Rodríguez,M,26,LM,RM|LW,2,69,89,56,60,68,42,58,90,88,64,63,45,54,32,70,66,61,53,62,53,48,71,83,65,64,62,60,40,40,38,48,46,63,72,55,49,172.0,61.0,Right,3,3,,0,0,Ecuador,Libertadores,IDV,aron rodriguez
5447,811,255969,Assad Al Hamlawi,M,25,ST,,0,69,70,69,51,67,30,69,67,72,69,71,69,66,66,62,45,43,44,62,47,47,67,63,70,67,69,64,22,68,24,31,23,75,70,74,56,188.0,82.0,Right,3,2,,0,0,Palestine,SUPERLIGA,Univ. Craiova,assad al hamlawi
5447,415,276602,Assan Ouédraogo,M,19,CAM,CM,1,69,76,56,60,76,45,67,76,76,64,55,58,56,49,55,42,67,46,67,64,53,78,83,77,64,74,63,46,60,41,46,41,80,57,77,49,191.0,84.0,Right,3,4,Inventive|Technical,2,0,Germany,Bundesliga,RB Leipzig,assan ouedraogo
5447,538,230144,Assane Dioussé,M,28,CDM,CM|CB,2,69,57,47,64,72,66,64,64,51,50,37,62,54,36,56,50,69,45,71,67,63,71,79,75,69,72,62,67,60,64,70,67,66,70,60,68,175.0,68.0,Left,3,3,,0,0,Senegal,Ligue 1 McDonald's,AJ Auxerre,assane diousse
5447,114,264441,Augustine Boakye,M,25,RW,RM,1,69,86,61,59,73,26,57,85,87,63,65,60,55,48,60,57,66,48,63,50,53,73,90,81,62,70,50,18,38,32,22,28,61,72,58,33,178.0,70.0,Left,3,3,,0,0,Ghana,Ligue 2 BKT,AS Saint-Étienne,augustine boakye
5447,1142,75087,Ayden Heaven,M,19,CB,LB,1,69,69,28,52,59,69,71,69,69,35,24,35,26,27,41,39,52,30,62,55,44,60,56,51,67,58,67,68,67,70,70,69,77,61,76,70,189.0,84.0,Left,3,2,,0,0,England,Premier League,Man Utd,ayden heaven
5447,367,241412,Ayrton Preciado,M,31,LM,LW|RM|LB,3,69,80,69,64,72,31,64,81,80,66,66,77,66,70,70,60,62,67,66,64,67,73,81,68,66,70,68,37,65,31,19,20,81,58,72,45,181.0,72.0,Right,3,3,,0,0,Ecuador,LPF,Aldosivi,ayrton preciado
5447,367,225956,Babajide David Akintola,M,30,LM,LW|RM,2,69,88,63,59,69,40,65,85,90,69,61,70,58,54,66,65,63,55,59,47,61,70,86,73,64,66,51,39,57,30,43,45,75,76,63,55,180.0,74.0,Right,4,3,Quick Step|Rapid,2,0,Nigeria,EFL Championship,Hull City,babajide david akintola
5447,1142,72873,Badavi Hüseynov,M,34,CB,RB,1,69,61,29,52,57,69,68,60,62,27,22,53,23,21,32,31,28,29,73,74,44,51,55,57,69,64,70,71,68,69,68,66,73,61,74,60,185.0,81.0,Right,3,2,Long Ball Pass,1,0,Azerbaijan,Liga Azerbaijan,Qarabağ FK,badavi huseynov
5447,114,234640,Bakery Jatta,M,27,RW,RM,1,69,79,67,66,67,46,74,83,75,72,68,72,63,59,61,71,71,49,67,58,62,69,67,59,64,64,68,39,58,39,57,37,82,75,77,62,184.0,79.0,Right,3,3,Quick Step|Rapid,2,0,Gambia,Bundesliga,Hamburger SV,bakery jatta
5447,426,243353,Bali Mumba,M,24,LB,LM|RM,2,69,83,61,65,73,62,61,85,82,64,63,60,62,46,48,65,65,46,68,66,65,71,87,90,66,69,67,63,51,63,65,63,66,75,54,61,163.0,61.0,Right,5,3,Inventive|Quick Step|Technical,3,0,England,EFL League One,Plymouth Argyle,bali mumba
5447,728,236363,Bartosz Wolski,M,28,CM,CDM,1,69,66,62,70,65,62,74,65,67,67,63,62,64,42,56,70,72,64,71,68,68,62,71,75,63,67,60,64,51,66,61,57,64,90,70,68,174.0,70.0,Right,3,2,Dead Ball|Inventive|Relentless,3,0,Poland,PKO BP Ekstraklasa,Motor Lublin,bartosz wolski
5447,426,255760,Bartłomiej Wdowik,M,25,LB,LM|LW,2,69,69,60,68,67,63,65,77,62,62,58,68,62,45,52,70,62,74,70,65,75,67,64,69,66,69,59,64,53,64,65,64,69,75,62,58,184.0,72.0,Left,2,2,,0,0,Poland,PKO BP Ekstraklasa,Jagiellonia,bart omiej wdowik
5447,367,244825,Bastián Yáñez,M,24,LM,CAM|RM|LW,3,69,91,61,59,72,28,68,90,92,68,56,73,61,43,64,63,59,56,61,54,55,72,87,83,57,69,54,25,33,32,27,21,71,74,77,37,174.0,77.0,Left,1,4,,0,0,Chile,LPF,Godoy Cruz,bastian yanez
5447,728,73230,Beatriz Cameirão,F,24,CM,,0,69,68,65,63,67,61,63,68,68,72,68,64,65,37,60,47,66,56,72,65,43,66,66,59,69,72,58,65,49,60,68,51,61,68,63,59,165.0,58.0,Right,2,2,,0,0,Portugal,Liga Portugal Feminino,SL Benfica,beatriz cameirao
5447,114,272143,Belén,F,37,RW,ST|RM,2,69,71,71,66,69,33,59,73,70,68,72,71,71,69,70,60,70,60,72,59,65,69,73,59,60,73,60,31,67,35,23,27,75,56,67,40,172.0,63.0,Right,2,4,Aerial Fortress,1,0,Spain,Liga F Moeve,Alhama CF,belen
5447,1142,238389,Ben Wilmot,M,26,CB,RB,1,69,52,39,55,59,70,72,53,51,34,20,69,54,34,31,44,53,31,65,65,28,60,42,52,67,62,64,70,70,70,70,69,71,71,74,69,188.0,80.0,Right,3,2,Intercept|Long Ball Pass,2,0,England,EFL Championship,Stoke City,ben wilmot
5447,367,251677,Benny,M,28,LM,CAM|LB,2,69,73,62,69,70,31,58,74,73,70,58,69,60,57,66,65,72,69,70,71,59,69,72,71,64,71,65,25,35,38,29,25,58,59,62,49,176.0,72.0,Left,4,3,,0,0,Portugal,Liga Portugal,Moreirense FC,benny
5447,728,235717,Berkay Özcan,M,28,CM,CDM|ST,2,69,70,64,70,71,54,69,72,68,68,64,68,65,53,58,67,70,62,72,70,73,72,71,75,68,71,70,60,43,54,57,47,62,80,69,59,178.0,72.0,Right,3,3,Technical,1,0,Turkey,Trendyol Süper Lig,Karagümrük SK,berkay ozcan
5447,1142,79505,Bernardo Schappo,M,28,CB,,0,69,54,38,43,47,69,77,52,55,25,35,49,34,32,48,22,34,50,59,45,32,35,51,61,68,55,57,68,71,70,70,67,79,75,82,65,191.0,85.0,Left,2,2,,0,0,Brazil,Liga Portugal,Estrela Amadora,bernardo schappo
5447,811,267905,Bertuğ Yıldırım,M,23,ST,,0,69,66,67,53,67,32,72,60,70,72,68,71,62,65,62,36,63,44,66,42,38,67,62,56,63,71,64,23,70,38,22,23,76,67,76,68,186.0,78.0,Right,2,3,,0,0,Turkey,Ligue 1 McDonald's,Stade Rennais FC,bertug y ld r m
5447,415,245231,Billy Arce,M,27,CAM,LM|LW|CM,3,69,75,69,65,69,34,56,78,73,70,68,70,72,62,66,63,68,67,66,64,55,71,70,67,66,68,55,45,34,29,32,30,53,66,50,59,180.0,72.0,Right,3,4,,0,0,Ecuador,Libertadores,Atl. Nacional,billy arce
5447,367,223663,Blair Spittal,M,30,LM,CM|CAM|LW,3,69,74,66,68,68,56,67,72,75,66,64,65,73,60,60,62,69,72,71,66,68,66,81,73,66,67,65,54,56,57,56,54,69,87,63,51,184.0,77.0,Right,3,3,Aerial Fortress|Dead Ball|Finesse Shot|Incisive Pass|Inventive|Long Ball Pass,6,0,Scotland,Scottish Prem,Hearts,blair spittal
5447,367,239458,Bozhidar Kraev,M,28,LM,CAM|RM|LW,3,69,71,67,65,70,48,78,74,69,67,68,71,67,55,51,60,68,62,68,63,70,68,80,79,68,70,65,51,64,46,46,41,74,78,81,72,186.0,80.0,Right,4,3,Aerial Fortress|Gamechanger|Long Ball Pass|Precision Header|Whipped Pass,5,0,Bulgaria,A-League,WS Wanderers,bozhidar kraev
5447,1142,255891,Boško Šutalo,M,26,CB,,0,69,57,44,54,62,70,71,60,54,38,38,68,40,30,47,62,42,29,59,57,41,61,69,54,66,63,59,76,61,70,71,66,71,69,72,70,188.0,72.0,Right,3,2,Anticipate,1,0,Croatia,PKO BP Ekstraklasa,Cracovia,bosko sutalo
5447,432,206653,Brad Potts,M,31,RB,CM|RM,2,69,70,68,67,67,63,78,66,74,66,63,77,71,73,53,65,68,57,69,69,56,67,62,65,68,68,66,64,58,62,66,63,73,88,76,72,188.0,81.0,Right,2,3,Low Driven Shot|Relentless,2,0,England,EFL Championship,Preston,brad potts
5447,426,234138,Bradley Mazikou,M,29,LB,,0,69,78,32,62,63,64,63,77,78,59,29,34,27,33,40,72,53,37,65,62,56,57,73,72,64,67,56,63,48,67,67,64,64,70,59,65,172.0,68.0,Right,3,2,Block|Intercept,2,0,Congo,Brack Super League,Servette FC,bradley mazikou
5447,367,272990,Braian Oyola,M,29,LM,RM|CAM|LW,3,69,79,62,64,70,40,51,81,78,68,65,62,58,51,65,63,69,59,64,62,64,71,76,87,60,69,56,30,50,44,40,36,63,64,50,34,156.0,56.0,Left,2,4,Incisive Pass|Quick Step|Technical,3,0,Argentina,Libertadores,Barcelona SC,braian oyola
5447,1142,193091,Bram Nuytinck,M,35,CB,,0,69,40,40,50,48,70,75,38,41,34,32,62,36,40,46,34,51,34,58,56,51,42,43,55,65,51,73,69,71,73,70,65,66,60,83,77,190.0,82.0,Left,2,2,Block|Precision Header,2,0,Holland,Eredivisie,N.E.C. Nijmegen,bram nuytinck
5447,728,268719,Brandon Aguilera,M,22,CM,CAM|CDM,2,69,71,63,68,71,57,66,69,72,62,57,74,71,48,48,61,70,63,71,70,65,72,70,79,66,70,59,63,40,55,61,56,58,71,68,58,179.0,73.0,Left,3,3,,0,0,Costa Rica,Liga Portugal,Rio Ave FC,brandon aguilera
5447,811,235744,Brandon Thomas-Asante,M,27,ST,,0,69,83,67,59,69,34,76,84,83,70,66,70,69,64,56,60,60,49,63,49,55,67,84,83,67,66,63,41,63,31,27,23,84,77,76,71,180.0,83.0,Right,4,3,Gamechanger,1,0,Ghana,EFL Championship,Coventry City,brandon thomas asante
5447,728,237920,Brandt Bronico,M,30,CM,CDM|CAM,2,69,67,60,67,68,65,74,66,67,70,57,63,61,54,58,62,68,44,73,65,64,66,65,76,66,71,67,65,54,65,70,65,68,80,72,72,173.0,70.0,Right,3,3,Relentless,1,0,United States,MLS,Charlotte FC,brandt bronico
5447,1142,246300,Brayan Vera,M,27,CB,,0,69,70,40,52,55,69,71,69,70,29,41,45,39,34,38,64,37,40,59,46,42,45,67,65,64,62,60,68,67,72,69,68,78,56,78,69,180.0,77.0,Left,2,2,,0,0,Colombia,MLS,Real Salt Lake,brayan vera
5447,131,271512,Brian Aguirre,M,23,LW,LM|RW,2,69,73,61,63,71,32,59,75,71,69,62,66,60,48,46,65,65,43,66,60,54,74,72,65,68,70,54,19,39,31,37,42,59,67,63,37,178.0,72.0,Right,4,3,,0,0,Argentina,LPF,Boca Juniors,brian aguirre
5447,432,224793,Brice Wembangomo,M,29,RB,LB|RM,2,69,90,52,61,71,61,73,90,90,60,51,58,49,44,42,64,63,44,63,58,59,71,80,81,63,70,65,63,56,59,63,61,81,81,72,64,180.0,75.0,Right,3,3,Quick Step|Rapid,2,0,Norway,Allsvenskan,BK Häcken,brice wembangomo
5447,811,261160,Bruno Sepúlveda,M,33,ST,,0,69,42,72,54,65,28,76,40,44,74,72,80,65,63,71,42,58,45,64,47,44,65,55,63,69,70,51,24,69,21,25,25,71,81,82,55,185.0,82.0,Right,4,2,,0,0,Argentina,LPF,Banfield,bruno sepulveda
5447,1142,228729,Bruno Valdez,M,33,CB,RB,1,69,58,40,57,57,69,73,55,60,51,40,44,30,39,57,53,52,31,66,62,43,53,47,58,63,63,63,70,74,67,68,67,86,69,76,67,180.0,80.0,Right,3,2,Aerial Fortress|Bruiser,2,0,Paraguay,Libertadores,Cerro Porteño,bruno valdez
5447,1142,236924,Bruno Wilson,M,29,CB,,0,69,50,30,45,49,69,77,54,46,29,21,46,26,51,45,35,29,32,60,52,30,43,32,38,66,59,62,68,71,70,68,65,79,70,82,75,193.0,80.0,Right,3,2,,0,0,Portugal,MLS,SJ Earthquakes,bruno wilson
5447,1142,269288,Bryan Goncalves,M,29,CB,LB|LM,2,69,67,41,56,47,68,78,68,67,35,20,78,60,26,35,51,30,77,69,64,40,30,67,54,60,60,55,67,65,67,70,70,78,83,79,68,190.0,82.0,Left,3,2,,0,0,France,1A Pro League,FCV Dender EH,bryan goncalves
5447,811,199386,Bryan Linssen,M,35,ST,,0,69,61,69,68,70,45,69,71,53,74,68,72,72,72,54,69,66,64,69,67,73,68,71,81,65,72,72,44,76,39,43,41,81,74,62,77,170.0,64.0,Right,2,3,Long Throw|Precision Header,2,0,Holland,Eredivisie,N.E.C. Nijmegen,bryan linssen
5447,1142,209816,Buatu,M,32,CB,,0,69,56,41,52,55,69,79,58,54,50,32,64,34,42,44,51,34,41,64,58,35,52,45,44,66,62,67,64,70,70,73,64,77,79,82,71,187.0,83.0,Right,3,2,Anticipate|Long Ball Pass,2,0,Angola,Liga Portugal,Gil Vicente,buatu
5447,1142,259843,Byeon Jun Soo,M,24,CB,,0,69,76,29,48,54,66,82,79,73,34,28,35,16,35,50,30,33,24,65,62,35,44,73,55,64,60,55,64,67,68,67,63,87,83,86,68,190.0,85.0,Right,3,2,Aerial Fortress|Precision Header,2,0,Korea Republic,K League 1,Gwangju FC,byeon jun soo
5447,432,253537,Byron Castillo,M,30,RB,RM,1,69,87,55,63,68,63,64,86,87,67,55,60,52,40,50,65,63,55,67,59,51,64,78,89,66,67,67,62,66,63,62,60,77,78,59,54,171.0,64.0,Right,2,3,Rapid,1,0,Ecuador,Libertadores,Barcelona SC,byron castillo
5447,811,209264,Bård Finne,M,31,ST,LW|RW|LM,3,69,77,68,61,71,27,67,80,74,70,70,70,64,68,62,59,63,68,67,46,63,69,84,84,67,70,67,22,61,32,16,18,74,79,60,66,173.0,70.0,Right,3,3,,0,0,Norway,Eliteserien,SK Brann,bard finne
5447,432,253463,Bünyamin Balcı,M,25,RB,RM,1,69,74,45,61,66,64,66,72,76,65,34,63,42,45,55,68,53,46,65,64,45,67,70,81,64,64,55,65,52,63,67,65,65,78,61,63,173.0,69.0,Right,2,2,Block|Slide Tackle,2,0,Turkey,Trendyol Süper Lig,Antalyaspor,bunyamin balc
5447,367,77865,Caiya Hanks,F,21,LM,ST|LW,2,69,72,63,64,68,29,60,73,71,64,66,64,58,45,62,69,62,37,70,58,50,67,70,56,66,73,52,24,57,20,35,22,70,65,64,40,163.0,57.0,Right,3,3,,0,0,United States,NWSL,Portland Thorns,caiya hanks
5447,415,264842,Calebe,M,25,CAM,CM,1,69,69,66,69,71,58,58,67,70,67,67,68,66,59,62,65,71,70,70,69,67,71,73,72,63,70,70,56,58,54,62,59,63,64,55,57,173.0,67.0,Left,2,3,,0,0,Brazil,LALIGA EA SPORTS,D. Alavés,calebe
5447,432,262998,Calegari,M,24,RB,CDM|RM,2,69,82,33,60,67,61,59,81,83,55,29,38,30,28,44,67,50,32,69,55,49,65,80,81,57,68,50,65,55,55,66,65,64,78,46,67,171.0,70.0,Right,2,2,,0,0,Brazil,Trendyol Süper Lig,Eyüpspor,calegari
5447,811,206518,Callum Robinson,M,31,ST,CAM|CM,2,69,79,68,64,72,32,64,77,80,69,68,72,68,62,61,67,69,55,66,52,57,72,79,68,68,70,68,25,63,42,21,21,76,70,67,46,178.0,75.0,Right,3,3,,0,0,Republic of Ireland,EFL League One,Cardiff City,callum robinson
5447,811,268996,Carla Camacho,F,20,ST,,0,69,77,67,60,70,34,70,77,77,71,68,67,63,61,68,45,65,58,69,48,67,69,74,59,69,71,67,34,63,23,34,35,79,71,71,65,172.0,65.0,Right,3,3,,0,0,Spain,Barclays WSL,Brighton,carla camacho
5447,538,242525,Carlo Sickinger,M,28,CDM,CB,1,69,61,49,60,65,69,68,64,58,47,45,60,52,36,48,47,59,51,67,69,45,62,67,65,70,66,68,74,60,74,66,62,76,71,67,66,183.0,78.0,Right,4,2,Aerial Fortress|Anticipate|Intercept|Long Ball Pass,4,0,Germany,Bundesliga 2,SV Elversberg,carlo sickinger
5447,1142,224142,Carlos Henao,M,37,CB,,0,69,47,58,46,46,71,78,44,50,25,50,79,65,38,75,40,39,78,50,35,65,39,42,40,56,56,60,71,70,68,73,70,75,68,89,63,187.0,85.0,Left,3,2,,0,0,Colombia,Libertadores,Bucaramanga,carlos henao
5447,728,253574,Carlos Melgar,M,31,CM,LW|RW|CAM,3,69,71,72,72,71,51,62,70,71,70,66,80,78,66,75,67,70,77,75,70,70,70,79,82,63,70,71,57,57,55,43,48,67,71,64,45,170.0,69.0,Right,3,4,,0,0,Bolivia,Libertadores,Bolívar,carlos melgar
5447,811,277123,Carlota Suárez,F,28,ST,,0,69,70,68,66,68,43,63,72,68,61,70,70,67,68,54,71,62,66,67,62,71,67,63,74,72,70,72,37,71,44,42,31,82,58,72,41,174.0,66.0,Right,3,2,,0,0,Spain,Liga F Moeve,C. Adeje Tenerife,carlota suarez
5447,1142,262474,Cas Odenthal,M,25,CB,,0,69,61,35,54,58,70,72,53,68,25,25,54,33,46,49,54,44,32,62,59,35,54,59,58,68,60,68,69,67,70,72,69,72,68,76,69,190.0,79.0,Right,3,2,Bruiser,1,0,Holland,Serie A Enilive,Sassuolo,cas odenthal
5447,728,275462,Catriel Cabellos,M,21,CM,RM,1,69,73,67,67,68,61,57,72,73,70,70,67,70,44,52,65,70,60,69,67,48,68,78,70,69,67,59,60,44,65,65,57,48,78,44,64,172.0,71.0,Right,3,3,,0,0,Peru,Libertadores,Sporting Cristal,catriel cabellos
5447,353,258536,Cedric Teguia,M,24,RM,LM|LW|RW,3,69,83,64,61,72,53,76,85,82,70,62,76,61,59,43,67,56,67,62,56,68,73,81,74,60,70,64,59,62,49,51,54,84,76,77,70,180.0,74.0,Left,3,3,Rapid,1,0,Spain,Liga Portugal,Moreirense FC,cedric teguia
5447,426,253384,Cesar Ibañez,M,26,LB,LM,1,69,82,33,58,63,65,68,76,87,68,33,25,31,32,42,70,42,41,63,56,59,63,64,66,59,64,58,64,52,66,68,65,69,71,65,69,179.0,75.0,Left,2,2,Intercept,1,0,Argentina,LPF,Huracán,cesar ibanez
5447,367,263941,Chapela,M,26,LM,RM|LW,2,69,74,68,63,71,30,56,76,73,67,70,68,68,53,67,64,63,60,64,63,61,72,72,56,64,74,59,30,65,29,22,21,72,62,57,40,181.0,76.0,Right,3,3,Precision Header|Rapid,2,0,Spain,LALIGA HYPERMOTION,Burgos CF,chapela
5447,432,265691,Charlize Rule,F,23,RB,RM,1,69,76,55,58,64,68,63,74,78,44,60,70,34,42,48,65,48,44,64,55,45,64,70,78,66,63,51,71,70,68,67,60,74,61,61,68,176.0,59.0,Right,3,2,,0,0,Australia,Barclays WSL,Brighton,charlize rule
5447,1142,272407,Check Keita,M,23,CB,,0,69,48,30,43,51,69,72,47,48,31,25,47,24,23,40,33,28,26,59,47,31,49,35,48,67,55,68,69,71,67,71,68,74,65,76,72,185.0,75.0,Right,3,2,,0,0,France,1A Pro League,Sp. Charleroi,check keita
5447,728,270512,Cheick Condé,M,25,CM,CDM,1,69,67,66,63,69,70,72,68,67,68,63,75,68,51,53,49,69,49,69,68,54,68,72,72,70,68,69,72,64,69,73,67,75,65,75,70,184.0,79.0,Right,2,3,Aerial Fortress|Anticipate|Intercept|Long Ball Pass|Pinged Pass,5,0,Guinea,Serie BKT,Venezia,cheick conde
5447,131,266931,Chiara Beccari,F,21,LW,LM,1,69,73,66,60,70,35,63,73,73,71,68,63,65,65,63,65,58,45,70,45,44,70,72,61,75,71,63,28,68,35,30,32,76,62,69,48,169.0,63.0,Right,4,3,,0,0,Italy,Calcio A Femminile,Juventus,chiara beccari
5447,432,79524,Chiara D'Angelo,F,21,RB,LB|RM,2,69,75,53,65,63,66,61,76,74,58,52,54,50,51,57,67,59,52,69,65,63,61,68,69,62,65,60,69,53,65,70,66,66,70,58,54,170.0,60.0,Right,4,3,,0,0,Austria,GPFBL,SV Werder Bremen,chiara d angelo
5447,426,275898,Chloe Warrington,F,23,LB,RB|LM,2,69,68,39,60,59,71,58,69,68,38,31,57,41,24,37,71,41,41,72,51,51,52,61,61,66,64,69,71,68,72,72,67,72,35,66,61,169.0,58.0,Right,2,2,,0,0,Scotland,Scottish Women's League,Glasgow City FC,chloe warrington
5447,432,251161,Choi Jun,M,26,RB,CDM|CM|RM,3,69,82,50,62,68,63,75,82,82,62,44,56,58,44,44,60,62,58,62,63,66,69,73,75,66,65,56,69,46,61,65,63,72,88,73,64,177.0,72.0,Right,3,2,Intercept,1,0,Korea Republic,K League 1,FC Seoul,choi jun
5447,811,235157,Christoph Daferner,M,28,ST,,0,69,56,69,52,66,34,77,55,56,72,74,68,60,64,62,40,62,40,62,40,46,67,64,58,69,66,60,28,70,38,26,17,77,72,82,69,189.0,85.0,Right,3,2,Aerial Fortress|Enforcer|Relentless,3,0,Germany,Bundesliga 2,Dynamo Dresden,christoph daferner
5447,367,239073,Christopher Antwi-Adjei,M,32,LM,RM|CAM|LW,3,69,81,60,64,72,30,53,87,76,65,60,68,56,57,49,68,66,44,67,53,66,68,89,90,69,71,57,27,36,32,30,27,58,66,53,35,173.0,71.0,Right,3,3,Long Throw|Quick Step|Rapid,3,0,Ghana,Bundesliga 2,FC Schalke 04,christopher antwi adjei
5447,1142,263575,Clemens Riedel,M,22,CB,,0,69,60,28,50,58,69,70,55,64,25,19,48,26,28,35,38,38,21,67,60,31,51,62,64,68,62,69,69,68,70,70,68,80,58,74,70,186.0,73.0,Right,3,2,Slide Tackle,1,0,Germany,LALIGA EA SPORTS,RCD Espanyol,clemens riedel
5447,432,236466,Clément Michelin,M,28,RB,RM,1,69,74,56,65,67,65,67,70,77,65,58,58,52,43,48,69,58,65,65,63,73,66,73,72,63,67,65,65,61,66,66,64,69,79,61,68,179.0,70.0,Right,3,3,Long Throw,1,0,France,LALIGA HYPERMOTION,R. Racing Club,clement michelin
5447,432,254529,Cody Drameh,M,24,RB,LB|RM,2,69,83,37,59,69,65,71,82,84,59,29,51,33,40,42,64,58,33,59,62,55,71,79,69,60,65,60,61,59,64,70,69,76,75,69,72,181.0,73.0,Right,3,2,Anticipate,1,0,England,EFL Championship,Hull City,cody drameh
5447,728,240648,Connor Metcalfe,M,26,CM,CDM|RW|CAM,3,69,72,60,66,70,62,75,75,69,65,61,63,58,49,50,61,68,50,71,68,54,69,73,76,71,70,69,67,55,61,62,58,75,78,75,72,178.0,70.0,Left,4,3,,0,0,Australia,Bundesliga,FC St. Pauli,connor metcalfe
5447,426,222399,Connor Ogilvie,M,30,LB,CB|LM,2,69,70,46,61,63,65,78,72,69,59,40,64,42,43,42,64,58,54,62,63,61,62,63,66,65,64,62,64,69,65,65,66,89,82,77,71,184.0,82.0,Left,3,2,,0,0,England,EFL Championship,Portsmouth,connor ogilvie
5447,538,228408,Connor Ronan,M,28,CDM,CM,1,69,67,65,70,72,63,64,69,66,65,66,69,64,55,60,62,71,73,74,69,70,70,76,86,63,74,65,64,38,68,67,60,53,81,58,58,170.0,70.0,Right,3,3,,0,0,Republic of Ireland,MLS,Colorado Rapids,connor ronan
5447,367,71559,Courtney Brown,F,25,LM,CAM|LW,2,69,63,60,65,69,68,61,62,64,67,66,49,63,41,49,63,67,40,70,68,43,71,61,57,70,72,63,70,67,67,69,66,66,69,57,62,170.0,63.0,Right,3,3,,0,0,United States,NWSL,Washington Spirit,courtney brown
5447,1142,222045,Craig Halkett,M,30,CB,,0,69,54,51,57,60,69,74,63,46,54,51,53,44,41,69,43,43,62,69,68,51,58,55,66,64,64,60,65,71,70,69,68,89,67,78,70,183.0,75.0,Right,3,2,Bruiser,1,0,Scotland,Scottish Prem,Hearts,craig halkett
5447,415,222153,Cristian Buonaiuto,M,33,CAM,LM|LW|CM,3,69,73,66,67,71,46,61,77,70,65,62,73,70,62,60,64,69,71,70,62,70,72,82,67,68,69,63,30,57,55,45,40,72,68,63,44,179.0,68.0,Right,3,4,,0,0,Italy,Serie BKT,Padova,cristian buonaiuto
5447,1142,259053,Cristian Devenish,M,25,CB,RB,1,69,50,36,45,48,68,74,46,54,30,30,54,31,33,41,33,30,34,62,49,32,43,46,35,66,54,50,65,65,67,73,69,72,62,83,68,192.0,84.0,Right,2,2,Bruiser,1,0,Colombia,Liga Portugal,AVS Futebol SAD,cristian devenish
5447,728,241568,Cristian Ferreira,M,26,CM,CAM|CDM,2,69,71,70,74,73,57,61,64,76,68,63,85,74,71,67,75,75,77,71,74,80,72,79,75,65,72,75,55,55,57,59,57,62,62,59,64,175.0,69.0,Right,3,3,Pinged Pass|Power Shot,2,0,Argentina,LPF,Argentinos Jrs.,cristian ferreira
5447,114,265761,Cristian Volpato,M,22,RW,RM,1,69,72,67,66,71,37,60,69,74,67,66,74,68,54,57,62,71,56,68,66,65,75,55,60,67,75,64,36,49,34,36,42,61,66,63,47,187.0,78.0,Left,3,3,Incisive Pass,1,0,Italy,Serie A Enilive,Sassuolo,cristian volpato
5447,538,266310,Cristian Zabala,M,28,CDM,CM,1,69,65,53,67,66,62,70,60,69,61,52,55,55,51,46,59,70,57,71,73,60,68,58,54,68,69,60,66,55,60,65,62,68,71,74,61,187.0,77.0,Right,2,3,,0,0,Argentina,Libertadores,IDV,cristian zabala
